feature_elec_0,feature_elec_1,feature_elec_2,feature_elec_3,feature_elec_4,target_elec_5
127.62573964497041,125.90236686390533,127.49408284023669,112.66272189349112,114.67799113737075,35.590504451038576
125.90236686390533,127.49408284023669,112.66272189349112,114.67799113737075,35.590504451038576,85.5414201183432
127.49408284023669,112.66272189349112,114.67799113737075,35.590504451038576,85.5414201183432,22.985185185185184
112.66272189349112,114.67799113737075,35.590504451038576,85.5414201183432,22.985185185185184,35.26253687315634
114.67799113737075,35.590504451038576,85.5414201183432,22.985185185185184,35.26253687315634,185.89481481481482
35.590504451038576,85.5414201183432,22.985185185185184,35.26253687315634,185.89481481481482,230.88757396449705
85.5414201183432,22.985185185185184,35.26253687315634,185.89481481481482,230.88757396449705,195.3746312684366
22.985185185185184,35.26253687315634,185.89481481481482,230.88757396449705,195.3746312684366,774.8713017751479
35.26253687315634,185.89481481481482,230.88757396449705,195.3746312684366,774.8713017751479,191.0445765230312
185.89481481481482,230.88757396449705,195.3746312684366,774.8713017751479,191.0445765230312,182.63244047619048
230.88757396449705,195.3746312684366,774.8713017751479,191.0445765230312,182.63244047619048,177.99554234769687
195.3746312684366,774.8713017751479,191.0445765230312,182.63244047619048,177.99554234769687,122.16888888888889
774.8713017751479,191.0445765230312,182.63244047619048,177.99554234769687,122.16888888888889,80.97481481481482
191.0445765230312,182.63244047619048,177.99554234769687,122.16888888888889,80.97481481481482,652.5608214849921
182.63244047619048,177.99554234769687,122.16888888888889,80.97481481481482,652.5608214849921,186.99239543726236
80.97481481481482,652.5608214849921,186.99239543726236,,,52.77643504531722
,,52.77643504531722,,,57.21895424836601
,,57.21895424836601,,,35.946587537091986
,57.21895424836601,,,35.946587537091986,39.296898079763665
57.21895424836601,,,35.946587537091986,39.296898079763665,44.812130177514796
,,35.946587537091986,39.296898079763665,44.812130177514796,30.85333333333333
,35.946587537091986,39.296898079763665,44.812130177514796,30.85333333333333,45.02958579881657
35.946587537091986,39.296898079763665,44.812130177514796,30.85333333333333,45.02958579881657,42.125739644970416
39.296898079763665,44.812130177514796,30.85333333333333,45.02958579881657,42.125739644970416,143.72673559822746
44.812130177514796,30.85333333333333,45.02958579881657,42.125739644970416,143.72673559822746,131.76218611521418
30.85333333333333,45.02958579881657,42.125739644970416,143.72673559822746,131.76218611521418,255.94682422451993
45.02958579881657,42.125739644970416,143.72673559822746,131.76218611521418,255.94682422451993,1034.378698224852
42.125739644970416,143.72673559822746,131.76218611521418,255.94682422451993,1034.378698224852,176.4099099099099
143.72673559822746,131.76218611521418,255.94682422451993,1034.378698224852,176.4099099099099,168.42664670658684
131.76218611521418,255.94682422451993,1034.378698224852,176.4099099099099,168.42664670658684,79.36444444444444
255.94682422451993,1034.378698224852,176.4099099099099,168.42664670658684,79.36444444444444,44.15509601181684
1034.378698224852,176.4099099099099,168.42664670658684,79.36444444444444,44.15509601181684,30.985207100591715
176.4099099099099,168.42664670658684,79.36444444444444,44.15509601181684,30.985207100591715,39.921597633136095
168.42664670658684,79.36444444444444,44.15509601181684,30.985207100591715,39.921597633136095,40.542347696879645
79.36444444444444,44.15509601181684,30.985207100591715,39.921597633136095,40.542347696879645,27.937961595273265
44.15509601181684,30.985207100591715,39.921597633136095,40.542347696879645,27.937961595273265,40.96017699115044
30.985207100591715,39.921597633136095,40.542347696879645,27.937961595273265,40.96017699115044,38.28761061946903
39.921597633136095,40.542347696879645,27.937961595273265,40.96017699115044,38.28761061946903,31.542097488921712
40.542347696879645,27.937961595273265,40.96017699115044,38.28761061946903,31.542097488921712,101.00295420974889
27.937961595273265,40.96017699115044,38.28761061946903,31.542097488921712,101.00295420974889,515.4970414201183
40.96017699115044,38.28761061946903,31.542097488921712,101.00295420974889,515.4970414201183,201.76331360946745
38.28761061946903,31.542097488921712,101.00295420974889,515.4970414201183,201.76331360946745,39.80444444444444
31.542097488921712,101.00295420974889,515.4970414201183,201.76331360946745,39.80444444444444,42.882440476190474
101.00295420974889,515.4970414201183,201.76331360946745,39.80444444444444,42.882440476190474,24.172566371681416
515.4970414201183,201.76331360946745,39.80444444444444,42.882440476190474,24.172566371681416,38.096011816838995
201.76331360946745,39.80444444444444,42.882440476190474,24.172566371681416,38.096011816838995,27.168639053254438
39.80444444444444,42.882440476190474,24.172566371681416,38.096011816838995,27.168639053254438,36.69276218611522
42.882440476190474,24.172566371681416,38.096011816838995,27.168639053254438,36.69276218611522,80.24815361890694
24.172566371681416,38.096011816838995,27.168639053254438,36.69276218611522,80.24815361890694,130.11964549483014
38.096011816838995,27.168639053254438,36.69276218611522,80.24815361890694,130.11964549483014,170.60921248142645
27.168639053254438,36.69276218611522,80.24815361890694,130.11964549483014,170.60921248142645,933.2992592592593
36.69276218611522,80.24815361890694,130.11964549483014,170.60921248142645,933.2992592592593,178.40267459138187
80.24815361890694,130.11964549483014,170.60921248142645,933.2992592592593,178.40267459138187,197.09050445103858
130.11964549483014,170.60921248142645,933.2992592592593,178.40267459138187,197.09050445103858,130.98224852071007
170.60921248142645,933.2992592592593,178.40267459138187,197.09050445103858,130.98224852071007,90.14370370370371
933.2992592592593,178.40267459138187,197.09050445103858,130.98224852071007,90.14370370370371,58.30621301775148
178.40267459138187,197.09050445103858,130.98224852071007,90.14370370370371,58.30621301775148,34.49556213017752
197.09050445103858,130.98224852071007,90.14370370370371,58.30621301775148,34.49556213017752,35.88330871491876
130.98224852071007,90.14370370370371,58.30621301775148,34.49556213017752,35.88330871491876,41.0162481536189
90.14370370370371,58.30621301775148,34.49556213017752,35.88330871491876,41.0162481536189,27.846607669616517
58.30621301775148,34.49556213017752,35.88330871491876,41.0162481536189,27.846607669616517,41.02958579881657
34.49556213017752,35.88330871491876,41.0162481536189,27.846607669616517,41.02958579881657,28.032448377581122
35.88330871491876,41.0162481536189,27.846607669616517,41.02958579881657,28.032448377581122,96.68389955686854
41.0162481536189,27.846607669616517,41.02958579881657,28.032448377581122,96.68389955686854,115.04733727810651
27.846607669616517,41.02958579881657,28.032448377581122,96.68389955686854,115.04733727810651,79.1698670605613
41.02958579881657,28.032448377581122,96.68389955686854,115.04733727810651,79.1698670605613,102.78994082840237
28.032448377581122,96.68389955686854,115.04733727810651,79.1698670605613,102.78994082840237,70.12444444444445
96.68389955686854,115.04733727810651,79.1698670605613,102.78994082840237,70.12444444444445,31.952451708766716
115.04733727810651,79.1698670605613,102.78994082840237,70.12444444444445,31.952451708766716,32.232488822652755
79.1698670605613,102.78994082840237,70.12444444444445,31.952451708766716,32.232488822652755,33.69970414201183
102.78994082840237,70.12444444444445,31.952451708766716,32.232488822652755,33.69970414201183,40.937777777777775
70.12444444444445,31.952451708766716,32.232488822652755,33.69970414201183,40.937777777777775,115.62979351032449
31.952451708766716,32.232488822652755,33.69970414201183,40.937777777777775,115.62979351032449,129.68980797636632
32.232488822652755,33.69970414201183,40.937777777777775,115.62979351032449,129.68980797636632,263.5474777448071
33.69970414201183,40.937777777777775,115.62979351032449,129.68980797636632,263.5474777448071,1171.3038922155688
40.937777777777775,115.62979351032449,129.68980797636632,263.5474777448071,1171.3038922155688,168.21185185185186
115.62979351032449,129.68980797636632,263.5474777448071,1171.3038922155688,168.21185185185186,167.41420118343194
129.68980797636632,263.5474777448071,1171.3038922155688,168.21185185185186,167.41420118343194,80.0562962962963
263.5474777448071,1171.3038922155688,168.21185185185186,167.41420118343194,80.0562962962963,41.99113737075332
1171.3038922155688,168.21185185185186,167.41420118343194,80.0562962962963,41.99113737075332,27.09171597633136
168.21185185185186,167.41420118343194,80.0562962962963,41.99113737075332,27.09171597633136,39.35155096011817
167.41420118343194,80.0562962962963,41.99113737075332,27.09171597633136,39.35155096011817,30.651403249630725
80.0562962962963,41.99113737075332,27.09171597633136,39.35155096011817,30.651403249630725,36.40117994100295
41.99113737075332,27.09171597633136,39.35155096011817,30.651403249630725,36.40117994100295,26.031019202363368
27.09171597633136,39.35155096011817,30.651403249630725,36.40117994100295,26.031019202363368,41.26106194690266
39.35155096011817,30.651403249630725,36.40117994100295,26.031019202363368,41.26106194690266,26.339233038348084
30.651403249630725,36.40117994100295,26.031019202363368,41.26106194690266,26.339233038348084,228.68833087149187
36.40117994100295,26.031019202363368,41.26106194690266,26.339233038348084,228.68833087149187,145.6050295857988
26.031019202363368,41.26106194690266,26.339233038348084,228.68833087149187,145.6050295857988,184.7985185185185
41.26106194690266,26.339233038348084,228.68833087149187,145.6050295857988,184.7985185185185,58.802962962962965
26.339233038348084,228.68833087149187,145.6050295857988,184.7985185185185,58.802962962962965,42.25413533834586
228.68833087149187,145.6050295857988,184.7985185185185,58.802962962962965,42.25413533834586,62.684444444444445
145.6050295857988,184.7985185185185,58.802962962962965,42.25413533834586,62.684444444444445,40.147492625368734
184.7985185185185,58.802962962962965,42.25413533834586,62.684444444444445,40.147492625368734,61.33677991137371
58.802962962962965,42.25413533834586,62.684444444444445,40.147492625368734,61.33677991137371,49.294378698224854
42.25413533834586,62.684444444444445,40.147492625368734,61.33677991137371,49.294378698224854,130.96153846153845
62.684444444444445,40.147492625368734,61.33677991137371,49.294378698224854,130.96153846153845,147.0459940652819
40.147492625368734,61.33677991137371,49.294378698224854,130.96153846153845,147.0459940652819,128.87518573551262
61.33677991137371,49.294378698224854,130.96153846153845,147.0459940652819,128.87518573551262,146.4694485842027
49.294378698224854,130.96153846153845,147.0459940652819,128.87518573551262,146.4694485842027,168.48430493273543
130.96153846153845,147.0459940652819,128.87518573551262,146.4694485842027,168.48430493273543,172.74477611940299
147.0459940652819,128.87518573551262,146.4694485842027,168.48430493273543,172.74477611940299,75.62444113263786
128.87518573551262,146.4694485842027,168.48430493273543,172.74477611940299,75.62444113263786,81.05970149253731
146.4694485842027,168.48430493273543,172.74477611940299,75.62444113263786,81.05970149253731,31.58284023668639
168.48430493273543,172.74477611940299,75.62444113263786,81.05970149253731,31.58284023668639,42.93805309734513
172.74477611940299,75.62444113263786,81.05970149253731,31.58284023668639,42.93805309734513,26.87721893491124
75.62444113263786,81.05970149253731,31.58284023668639,42.93805309734513,26.87721893491124,41.44017725258493
81.05970149253731,31.58284023668639,42.93805309734513,26.87721893491124,41.44017725258493,28.902654867256636
31.58284023668639,42.93805309734513,26.87721893491124,41.44017725258493,28.902654867256636,26.874446085672083
42.93805309734513,26.87721893491124,41.44017725258493,28.902654867256636,26.874446085672083,26.763313609467456
26.87721893491124,41.44017725258493,28.902654867256636,26.874446085672083,26.763313609467456,82.89644970414201
41.44017725258493,28.902654867256636,26.874446085672083,26.763313609467456,82.89644970414201,138.8387573964497
28.902654867256636,26.874446085672083,26.763313609467456,82.89644970414201,138.8387573964497,59.7085798816568
26.874446085672083,26.763313609467456,82.89644970414201,138.8387573964497,59.7085798816568,87.97045790251107
26.763313609467456,82.89644970414201,138.8387573964497,59.7085798816568,87.97045790251107,22.415430267062316
82.89644970414201,138.8387573964497,59.7085798816568,87.97045790251107,22.415430267062316,43.25333333333333
138.8387573964497,59.7085798816568,87.97045790251107,22.415430267062316,43.25333333333333,22.23781388478582
59.7085798816568,87.97045790251107,22.415430267062316,43.25333333333333,22.23781388478582,22.30678466076696
87.97045790251107,22.415430267062316,43.25333333333333,22.23781388478582,22.30678466076696,32.56360946745562
22.415430267062316,43.25333333333333,22.23781388478582,22.30678466076696,32.56360946745562,200.84490398818315
43.25333333333333,22.23781388478582,22.30678466076696,32.56360946745562,200.84490398818315,800.5979228486647
22.23781388478582,22.30678466076696,32.56360946745562,200.84490398818315,800.5979228486647,992.4695393759287
22.30678466076696,32.56360946745562,200.84490398818315,800.5979228486647,992.4695393759287,650.4020771513353
32.56360946745562,200.84490398818315,800.5979228486647,992.4695393759287,650.4020771513353,165.48955223880597
200.84490398818315,800.5979228486647,992.4695393759287,650.4020771513353,165.48955223880597,143.9672131147541
800.5979228486647,992.4695393759287,650.4020771513353,165.48955223880597,143.9672131147541,46.80534918276374
992.4695393759287,650.4020771513353,165.48955223880597,143.9672131147541,46.80534918276374,43.459379615952734
650.4020771513353,165.48955223880597,143.9672131147541,46.80534918276374,43.459379615952734,133.42899408284023
165.48955223880597,143.9672131147541,46.80534918276374,43.459379615952734,133.42899408284023,117.60619469026548
143.9672131147541,46.80534918276374,43.459379615952734,133.42899408284023,117.60619469026548,131.89823008849558
46.80534918276374,43.459379615952734,133.42899408284023,117.60619469026548,131.89823008849558,135.0221565731167
43.459379615952734,133.42899408284023,117.60619469026548,131.89823008849558,135.0221565731167,119.92909896602659
133.42899408284023,117.60619469026548,131.89823008849558,135.0221565731167,119.92909896602659,132.14180206794683
117.60619469026548,131.89823008849558,135.0221565731167,119.92909896602659,132.14180206794683,115.109305760709
131.89823008849558,135.0221565731167,119.92909896602659,132.14180206794683,115.109305760709,127.46449704142012
135.0221565731167,119.92909896602659,132.14180206794683,115.109305760709,127.46449704142012,118.06499261447563
119.92909896602659,132.14180206794683,115.109305760709,127.46449704142012,118.06499261447563,67.74814814814815
132.14180206794683,115.109305760709,127.46449704142012,118.06499261447563,67.74814814814815,37.12166172106825
115.109305760709,127.46449704142012,118.06499261447563,67.74814814814815,37.12166172106825,104.78846153846153
127.46449704142012,118.06499261447563,67.74814814814815,37.12166172106825,104.78846153846153,37.031203566121846
118.06499261447563,67.74814814814815,37.12166172106825,104.78846153846153,37.031203566121846,22.653846153846153
67.74814814814815,37.12166172106825,104.78846153846153,37.031203566121846,22.653846153846153,36.76923076923077
37.12166172106825,104.78846153846153,37.031203566121846,22.653846153846153,36.76923076923077,32.61538461538461
104.78846153846153,37.031203566121846,22.653846153846153,36.76923076923077,32.61538461538461,131.7662721893491
37.031203566121846,22.653846153846153,36.76923076923077,32.61538461538461,131.7662721893491,113.06499261447563
22.653846153846153,36.76923076923077,32.61538461538461,131.7662721893491,113.06499261447563,110.43805309734513
36.76923076923077,32.61538461538461,131.7662721893491,113.06499261447563,110.43805309734513,128.10324483775813
32.61538461538461,131.7662721893491,113.06499261447563,110.43805309734513,128.10324483775813,112.15509601181684
131.7662721893491,113.06499261447563,110.43805309734513,128.10324483775813,112.15509601181684,167.9852071005917
113.06499261447563,110.43805309734513,128.10324483775813,112.15509601181684,167.9852071005917,78.9585798816568
110.43805309734513,128.10324483775813,112.15509601181684,167.9852071005917,78.9585798816568,57.7094395280236
128.10324483775813,112.15509601181684,167.9852071005917,78.9585798816568,57.7094395280236,138.51111111111112
112.15509601181684,167.9852071005917,78.9585798816568,57.7094395280236,138.51111111111112,117.5672082717873
167.9852071005917,78.9585798816568,57.7094395280236,138.51111111111112,117.5672082717873,125.41549295774648
57.7094395280236,138.51111111111112,117.5672082717873,125.41549295774648,,122.0
138.51111111111112,117.5672082717873,125.41549295774648,,122.0,116.80089153046062
117.5672082717873,125.41549295774648,,122.0,116.80089153046062,126.94502228826151
125.41549295774648,,122.0,116.80089153046062,126.94502228826151,112.65830721003135
,122.0,116.80089153046062,126.94502228826151,112.65830721003135,126.3486646884273
122.0,116.80089153046062,126.94502228826151,112.65830721003135,126.3486646884273,109.79315476190476
116.80089153046062,126.94502228826151,112.65830721003135,126.3486646884273,109.79315476190476,169.1845238095238
126.94502228826151,112.65830721003135,126.3486646884273,109.79315476190476,169.1845238095238,22.7779433681073
112.65830721003135,126.3486646884273,109.79315476190476,169.1845238095238,22.7779433681073,36.36011904761905
126.3486646884273,109.79315476190476,169.1845238095238,22.7779433681073,36.36011904761905,144.19821162444114
109.79315476190476,169.1845238095238,22.7779433681073,36.36011904761905,144.19821162444114,31.340267459138186
169.1845238095238,22.7779433681073,36.36011904761905,144.19821162444114,31.340267459138186,51.6998514115899
22.7779433681073,36.36011904761905,144.19821162444114,31.340267459138186,51.6998514115899,115.67952522255193
36.36011904761905,144.19821162444114,31.340267459138186,51.6998514115899,115.67952522255193,128.56017830609213
144.19821162444114,31.340267459138186,51.6998514115899,115.67952522255193,128.56017830609213,111.89732142857143
31.340267459138186,51.6998514115899,115.67952522255193,128.56017830609213,111.89732142857143,127.71535022354695
51.6998514115899,115.67952522255193,128.56017830609213,111.89732142857143,127.71535022354695,175.94336810730255
115.67952522255193,128.56017830609213,111.89732142857143,127.71535022354695,175.94336810730255,163.4053651266766
128.56017830609213,111.89732142857143,127.71535022354695,175.94336810730255,163.4053651266766,124.72767857142857
111.89732142857143,127.71535022354695,175.94336810730255,163.4053651266766,124.72767857142857,45.74925816023739
127.71535022354695,175.94336810730255,163.4053651266766,124.72767857142857,45.74925816023739,27.300595238095237
175.94336810730255,163.4053651266766,124.72767857142857,45.74925816023739,27.300595238095237,39.599105812220564
163.4053651266766,124.72767857142857,45.74925816023739,27.300595238095237,39.599105812220564,26.32492581602374
124.72767857142857,45.74925816023739,27.300595238095237,39.599105812220564,26.32492581602374,40.843982169390785
45.74925816023739,27.300595238095237,39.599105812220564,26.32492581602374,40.843982169390785,26.01186943620178
27.300595238095237,39.599105812220564,26.32492581602374,40.843982169390785,26.01186943620178,41.962852897473994
39.599105812220564,26.32492581602374,40.843982169390785,26.01186943620178,41.962852897473994,26.804769001490314
26.32492581602374,40.843982169390785,26.01186943620178,41.962852897473994,26.804769001490314,82.17236255572065
40.843982169390785,26.01186943620178,41.962852897473994,26.804769001490314,82.17236255572065,216.52303120356612
26.01186943620178,41.962852897473994,26.804769001490314,82.17236255572065,216.52303120356612,61.801515151515154
41.962852897473994,26.804769001490314,82.17236255572065,216.52303120356612,61.801515151515154,39.928677563150075
26.804769001490314,82.17236255572065,216.52303120356612,61.801515151515154,39.928677563150075,24.01634472511144
82.17236255572065,216.52303120356612,61.801515151515154,39.928677563150075,24.01634472511144,24.34375
216.52303120356612,61.801515151515154,39.928677563150075,24.01634472511144,24.34375,40.414561664190195
61.801515151515154,39.928677563150075,24.01634472511144,24.34375,40.414561664190195,25.358098068350667
39.928677563150075,24.01634472511144,24.34375,40.414561664190195,25.358098068350667,52.42199108469539
24.01634472511144,24.34375,40.414561664190195,25.358098068350667,52.42199108469539,114.07863501483679
24.34375,40.414561664190195,25.358098068350667,52.42199108469539,114.07863501483679,112.06231454005935
40.414561664190195,25.358098068350667,52.42199108469539,114.07863501483679,112.06231454005935,129.46130952380952
25.358098068350667,52.42199108469539,114.07863501483679,112.06231454005935,129.46130952380952,111.962852897474
52.42199108469539,114.07863501483679,112.06231454005935,129.46130952380952,111.962852897474,128.22067901234567
114.07863501483679,112.06231454005935,129.46130952380952,111.962852897474,128.22067901234567,103.14880952380952
112.06231454005935,129.46130952380952,111.962852897474,128.22067901234567,103.14880952380952,51.87014925373134
129.46130952380952,111.962852897474,128.22067901234567,103.14880952380952,51.87014925373134,23.439821693907874
111.962852897474,128.22067901234567,103.14880952380952,51.87014925373134,23.439821693907874,40.44047619047619
128.22067901234567,103.14880952380952,51.87014925373134,23.439821693907874,40.44047619047619,26.080357142857142
103.14880952380952,51.87014925373134,23.439821693907874,40.44047619047619,26.080357142857142,41.410979228486646
51.87014925373134,23.439821693907874,40.44047619047619,26.080357142857142,41.410979228486646,26.120178041543028
23.439821693907874,40.44047619047619,26.080357142857142,41.410979228486646,26.120178041543028,25.833580980683507
40.44047619047619,26.080357142857142,41.410979228486646,26.120178041543028,25.833580980683507,41.925705794947994
26.080357142857142,41.410979228486646,26.120178041543028,25.833580980683507,41.925705794947994,25.779761904761905
41.410979228486646,26.120178041543028,25.833580980683507,41.925705794947994,25.779761904761905,81.6860119047619
26.120178041543028,25.833580980683507,41.925705794947994,25.779761904761905,81.6860119047619,133.83803863298664
25.833580980683507,41.925705794947994,25.779761904761905,81.6860119047619,133.83803863298664,60.655274888558694
41.925705794947994,25.779761904761905,81.6860119047619,133.83803863298664,60.655274888558694,121.6820895522388
25.779761904761905,81.6860119047619,133.83803863298664,60.655274888558694,121.6820895522388,44.2
81.6860119047619,133.83803863298664,60.655274888558694,121.6820895522388,44.2,46.29761904761905
133.83803863298664,60.655274888558694,121.6820895522388,44.2,46.29761904761905,26.44113263785395
60.655274888558694,121.6820895522388,44.2,46.29761904761905,26.44113263785395,35.14605067064083
121.6820895522388,44.2,46.29761904761905,26.44113263785395,35.14605067064083,29.135618479880776
44.2,46.29761904761905,26.44113263785395,35.14605067064083,29.135618479880776,80.51263001485884
46.29761904761905,26.44113263785395,35.14605067064083,29.135618479880776,80.51263001485884,130.8145400593472
26.44113263785395,35.14605067064083,29.135618479880776,80.51263001485884,130.8145400593472,946.6994047619048
35.14605067064083,29.135618479880776,80.51263001485884,130.8145400593472,946.6994047619048,332.91517857142856
29.135618479880776,80.51263001485884,130.8145400593472,946.6994047619048,332.91517857142856,156.672131147541
80.51263001485884,130.8145400593472,946.6994047619048,332.91517857142856,156.672131147541,158.16542473919523
130.8145400593472,946.6994047619048,332.91517857142856,156.672131147541,158.16542473919523,90.15994020926756
946.6994047619048,332.91517857142856,156.672131147541,158.16542473919523,90.15994020926756,65.90760059612519
332.91517857142856,156.672131147541,158.16542473919523,90.15994020926756,65.90760059612519,60.8955223880597
156.672131147541,158.16542473919523,90.15994020926756,65.90760059612519,60.8955223880597,31.206611570247933
90.15994020926756,65.90760059612519,60.8955223880597,31.206611570247933,,26.461309523809526
65.90760059612519,60.8955223880597,31.206611570247933,,26.461309523809526,40.716196136701335
60.8955223880597,31.206611570247933,,26.461309523809526,40.716196136701335,27.407738095238095
31.206611570247933,,26.461309523809526,40.716196136701335,27.407738095238095,42.70282317979198
,26.461309523809526,40.716196136701335,27.407738095238095,42.70282317979198,84.02827380952381
26.461309523809526,40.716196136701335,27.407738095238095,42.70282317979198,84.02827380952381,133.2280178837556
40.716196136701335,27.407738095238095,42.70282317979198,84.02827380952381,133.2280178837556,61.01639344262295
27.407738095238095,42.70282317979198,84.02827380952381,133.2280178837556,61.01639344262295,25.643387815750373
42.70282317979198,84.02827380952381,133.2280178837556,61.01639344262295,25.643387815750373,146.54977711738485
84.02827380952381,133.2280178837556,61.01639344262295,25.643387815750373,146.54977711738485,23.388392857142858
133.2280178837556,61.01639344262295,25.643387815750373,146.54977711738485,23.388392857142858,38.30952380952381
61.01639344262295,25.643387815750373,146.54977711738485,23.388392857142858,38.30952380952381,22.7123695976155
25.643387815750373,146.54977711738485,23.388392857142858,38.30952380952381,22.7123695976155,48.28017883755589
146.54977711738485,23.388392857142858,38.30952380952381,22.7123695976155,48.28017883755589,113.88971684053651
23.388392857142858,38.30952380952381,22.7123695976155,48.28017883755589,113.88971684053651,129.04470938897168
38.30952380952381,22.7123695976155,48.28017883755589,113.88971684053651,129.04470938897168,292.19642857142856
22.7123695976155,48.28017883755589,113.88971684053651,129.04470938897168,292.19642857142856,722.5946348733233
48.28017883755589,113.88971684053651,129.04470938897168,292.19642857142856,722.5946348733233,162.61367013372956
113.88971684053651,129.04470938897168,292.19642857142856,722.5946348733233,162.61367013372956,147.09239940387482
129.04470938897168,292.19642857142856,722.5946348733233,162.61367013372956,147.09239940387482,63.96279761904762
292.19642857142856,722.5946348733233,162.61367013372956,147.09239940387482,63.96279761904762,63.85245901639344
722.5946348733233,162.61367013372956,147.09239940387482,63.96279761904762,63.85245901639344,35.286775631500745
162.61367013372956,147.09239940387482,63.96279761904762,63.85245901639344,35.286775631500745,48.17272727272727
147.09239940387482,63.96279761904762,63.85245901639344,35.286775631500745,48.17272727272727,30.862017804154302
63.96279761904762,63.85245901639344,35.286775631500745,48.17272727272727,30.862017804154302,34.4406528189911
63.85245901639344,35.286775631500745,48.17272727272727,30.862017804154302,34.4406528189911,39.667161961367015
35.286775631500745,48.17272727272727,30.862017804154302,34.4406528189911,39.667161961367015,25.687407407407406
48.17272727272727,30.862017804154302,34.4406528189911,39.667161961367015,25.687407407407406,25.31454005934718
30.862017804154302,34.4406528189911,39.667161961367015,25.687407407407406,25.31454005934718,98.06537890044576
34.4406528189911,39.667161961367015,25.687407407407406,25.31454005934718,98.06537890044576,114.75297619047619
39.667161961367015,25.687407407407406,25.31454005934718,98.06537890044576,114.75297619047619,163.9404761904762
25.687407407407406,25.31454005934718,98.06537890044576,114.75297619047619,163.9404761904762,37.88855869242199
25.31454005934718,98.06537890044576,114.75297619047619,163.9404761904762,37.88855869242199,37.038805970149255
98.06537890044576,114.75297619047619,163.9404761904762,37.88855869242199,37.038805970149255,21.761549925484353
114.75297619047619,163.9404761904762,37.88855869242199,37.038805970149255,21.761549925484353,23.096870342771982
163.9404761904762,37.88855869242199,37.038805970149255,21.761549925484353,23.096870342771982,36.037147102526006
37.88855869242199,37.038805970149255,21.761549925484353,23.096870342771982,36.037147102526006,33.14374034003091
37.038805970149255,21.761549925484353,23.096870342771982,36.037147102526006,33.14374034003091,131.1854599406528
21.761549925484353,23.096870342771982,36.037147102526006,33.14374034003091,131.1854599406528,110.32344213649851
23.096870342771982,36.037147102526006,33.14374034003091,131.1854599406528,110.32344213649851,737.9166666666666
36.037147102526006,33.14374034003091,131.1854599406528,110.32344213649851,737.9166666666666,221.88261515601783
33.14374034003091,131.1854599406528,110.32344213649851,737.9166666666666,221.88261515601783,144.0817236255572
