feature_gas_0,feature_gas_1,feature_gas_2,feature_gas_3,feature_gas_4,target_gas_5
363.42105263157896,361.5,361.38,363.0816326530612,344.3125,319.96666666666664
361.5,361.38,363.0816326530612,344.3125,319.96666666666664,296.5208333333333
361.38,363.0816326530612,344.3125,319.96666666666664,296.5208333333333,281.85714285714283
363.0816326530612,344.3125,319.96666666666664,296.5208333333333,281.85714285714283,270.55102040816325
344.3125,319.96666666666664,296.5208333333333,281.85714285714283,270.55102040816325,260.1
319.96666666666664,296.5208333333333,281.85714285714283,270.55102040816325,260.1,251.34
296.5208333333333,281.85714285714283,270.55102040816325,260.1,251.34,243.08
281.85714285714283,270.55102040816325,260.1,251.34,243.08,236.22448979591837
270.55102040816325,260.1,251.34,243.08,236.22448979591837,230.68
260.1,251.34,243.08,236.22448979591837,230.68,226.04
251.34,243.08,236.22448979591837,230.68,226.04,222.34
243.08,236.22448979591837,230.68,226.04,222.34,218.9
236.22448979591837,230.68,226.04,222.34,218.9,215.66
230.68,226.04,222.34,218.9,215.66,212.88
226.04,222.34,218.9,215.66,212.88,210.1
222.34,218.9,215.66,212.88,210.1,207.98
218.9,215.66,212.88,210.1,207.98,205.72
215.66,212.88,210.1,207.98,205.72,203.68
212.88,210.1,207.98,205.72,203.68,202.08163265306123
210.1,207.98,205.72,203.68,202.08163265306123,200.59183673469389
207.98,205.72,203.68,202.08163265306123,200.59183673469389,198.98
205.72,203.68,202.08163265306123,200.59183673469389,198.98,197.88
203.68,202.08163265306123,200.59183673469389,198.98,197.88,196.42857142857142
202.08163265306123,200.59183673469389,198.98,197.88,196.42857142857142,195.30612244897958
200.59183673469389,198.98,197.88,196.42857142857142,195.30612244897958,193.96
198.98,197.88,196.42857142857142,195.30612244897958,193.96,193.0204081632653
197.88,196.42857142857142,195.30612244897958,193.96,193.0204081632653,191.92
196.42857142857142,195.30612244897958,193.96,193.0204081632653,191.92,191.0
195.30612244897958,193.96,193.0204081632653,191.92,191.0,190.1
193.96,193.0204081632653,191.92,191.0,190.1,189.0
193.0204081632653,191.92,191.0,190.1,189.0,188.34
191.92,191.0,190.1,189.0,188.34,187.84
191.0,190.1,189.0,188.34,187.84,186.62
190.1,189.0,188.34,187.84,186.62,186.0
189.0,188.34,187.84,186.62,186.0,185.18
188.34,187.84,186.62,186.0,185.18,184.14
187.84,186.62,186.0,185.18,184.14,184.0
186.62,186.0,185.18,184.14,184.0,183.08
186.0,185.18,184.14,184.0,183.08,183.0
185.18,184.14,184.0,183.08,183.0,182.06
184.14,184.0,183.08,183.0,182.06,181.10204081632654
184.0,183.08,183.0,182.06,181.10204081632654,180.98
183.08,183.0,182.06,181.10204081632654,180.98,180.02
183.0,182.06,181.10204081632654,180.98,180.02,179.08163265306123
182.06,181.10204081632654,180.98,180.02,179.08163265306123,179.0
181.10204081632654,180.98,180.02,179.08163265306123,179.0,178.36
180.98,180.02,179.08163265306123,179.0,178.36,178.0
180.02,179.08163265306123,179.0,178.36,178.0,343.38
179.08163265306123,179.0,178.36,178.0,343.38,358.0816326530612
179.0,178.36,178.0,343.38,358.0816326530612,362.54
178.36,178.0,343.38,358.0816326530612,362.54,363.26
178.0,343.38,358.0816326530612,362.54,363.26,359.27272727272725
343.38,358.0816326530612,362.54,363.26,359.27272727272725,362.6734693877551
358.0816326530612,362.54,363.26,359.27272727272725,362.6734693877551,360.14
362.54,363.26,359.27272727272725,362.6734693877551,360.14,363.9183673469388
363.26,359.27272727272725,362.6734693877551,360.14,363.9183673469388,354.3125
359.27272727272725,362.6734693877551,360.14,363.9183673469388,354.3125,360.88
362.6734693877551,360.14,363.9183673469388,354.3125,360.88,364.32
360.14,363.9183673469388,354.3125,360.88,364.32,326.3
363.9183673469388,354.3125,360.88,364.32,326.3,300.8775510204082
354.3125,360.88,364.32,326.3,300.8775510204082,282.18367346938777
360.88,364.32,326.3,300.8775510204082,282.18367346938777,268.7
364.32,326.3,300.8775510204082,282.18367346938777,268.7,256.52
326.3,300.8775510204082,282.18367346938777,268.7,256.52,245.28571428571428
300.8775510204082,282.18367346938777,268.7,256.52,245.28571428571428,237.08
282.18367346938777,268.7,256.52,245.28571428571428,237.08,228.59183673469389
268.7,256.52,245.28571428571428,237.08,228.59183673469389,220.8695652173913
256.52,245.28571428571428,237.08,228.59183673469389,220.8695652173913,215.7
245.28571428571428,237.08,228.59183673469389,220.8695652173913,215.7,210.91666666666666
237.08,228.59183673469389,220.8695652173913,215.7,210.91666666666666,207.28
228.59183673469389,220.8695652173913,215.7,210.91666666666666,207.28,203.86
220.8695652173913,215.7,210.91666666666666,207.28,203.86,201.20408163265307
215.7,210.91666666666666,207.28,203.86,201.20408163265307,198.48979591836735
210.91666666666666,207.28,203.86,201.20408163265307,198.48979591836735,196.34
207.28,203.86,201.20408163265307,198.48979591836735,196.34,194.1875
203.86,201.20408163265307,198.48979591836735,196.34,194.1875,192.62
201.20408163265307,198.48979591836735,196.34,194.1875,192.62,190.88
198.48979591836735,196.34,194.1875,192.62,190.88,188.08
196.34,194.1875,192.62,190.88,188.08,184.0
194.1875,192.62,190.88,188.08,184.0,183.5
192.62,190.88,188.08,184.0,183.5,183.0
190.88,188.08,184.0,183.5,183.0,182.6530612244898
188.08,184.0,183.5,183.0,182.6530612244898,181.4090909090909
184.0,183.5,183.0,182.6530612244898,181.4090909090909,181.0
183.5,183.0,182.6530612244898,181.4090909090909,181.0,180.625
183.0,182.6530612244898,181.4090909090909,181.0,180.625,179.15
182.6530612244898,181.4090909090909,181.0,180.625,179.15,179.0
181.4090909090909,181.0,180.625,179.15,179.0,179.0
181.0,180.625,179.15,179.0,179.0,178.58333333333334
180.625,179.15,179.0,179.0,178.58333333333334,178.2127659574468
179.15,179.0,179.0,178.58333333333334,178.2127659574468,179.0
179.0,179.0,178.58333333333334,178.2127659574468,179.0,179.0
179.0,178.58333333333334,178.2127659574468,179.0,179.0,179.0
178.58333333333334,178.2127659574468,179.0,179.0,179.0,179.04
178.2127659574468,179.0,179.0,179.0,179.04,179.68
179.0,179.0,179.0,179.04,179.68,179.62
179.0,179.0,179.04,179.68,179.62,179.14285714285714
179.0,179.04,179.68,179.62,179.14285714285714,179.0
179.04,179.68,179.62,179.14285714285714,179.0,179.0
179.68,179.62,179.14285714285714,179.0,179.0,179.0
179.62,179.14285714285714,179.0,179.0,179.0,179.0
179.14285714285714,179.0,179.0,179.0,179.0,179.0
179.0,179.0,179.0,179.0,179.0,179.54
179.0,179.0,179.0,179.0,179.54,180.0
179.0,179.0,179.0,179.54,180.0,179.98
179.0,179.0,179.54,180.0,179.98,180.0
179.0,179.54,180.0,179.98,180.0,180.0612244897959
179.54,180.0,179.98,180.0,180.0612244897959,180.96
180.0,179.98,180.0,180.0612244897959,180.96,215.41666666666666
179.98,180.0,180.0612244897959,180.96,215.41666666666666,375.78
180.0,180.0612244897959,180.96,215.41666666666666,375.78,363.1
180.0612244897959,180.96,215.41666666666666,375.78,363.1,361.1
180.96,215.41666666666666,375.78,363.1,361.1,363.88
215.41666666666666,375.78,363.1,361.1,363.88,364.9183673469388
375.78,363.1,361.1,363.88,364.9183673469388,359.8541666666667
363.1,361.1,363.88,364.9183673469388,359.8541666666667,360.5853658536585
361.1,363.88,364.9183673469388,359.8541666666667,360.5853658536585,360.46
363.88,364.9183673469388,359.8541666666667,360.5853658536585,360.46,362.64
364.9183673469388,359.8541666666667,360.5853658536585,360.46,362.64,359.6
359.8541666666667,360.5853658536585,360.46,362.64,359.6,359.62
360.5853658536585,360.46,362.64,359.6,359.62,352.72
360.46,362.64,359.6,359.62,352.72,363.5
362.64,359.6,359.62,352.72,363.5,361.265306122449
359.6,359.62,352.72,363.5,361.265306122449,353.58
359.62,352.72,363.5,361.265306122449,353.58,353.48
352.72,363.5,361.265306122449,353.58,353.48,360.34
363.5,361.265306122449,353.58,353.48,360.34,359.83673469387753
361.265306122449,353.58,353.48,360.34,359.83673469387753,359.9795918367347
353.58,353.48,360.34,359.83673469387753,359.9795918367347,361.02
353.48,360.34,359.83673469387753,359.9795918367347,361.02,361.44
360.34,359.83673469387753,359.9795918367347,361.02,361.44,448.66
359.83673469387753,359.9795918367347,361.02,361.44,448.66,414.51020408163265
359.9795918367347,361.02,361.44,448.66,414.51020408163265,411.42
361.02,361.44,448.66,414.51020408163265,411.42,410.78
361.44,448.66,414.51020408163265,411.42,410.78,409.7708333333333
448.66,414.51020408163265,411.42,410.78,409.7708333333333,410.8510638297872
414.51020408163265,411.42,410.78,409.7708333333333,410.8510638297872,409.18367346938777
411.42,410.78,409.7708333333333,410.8510638297872,409.18367346938777,401.46
410.78,409.7708333333333,410.8510638297872,409.18367346938777,401.46,357.32
409.7708333333333,410.8510638297872,409.18367346938777,401.46,357.32,329.7708333333333
410.8510638297872,409.18367346938777,401.46,357.32,329.7708333333333,331.24
409.18367346938777,401.46,357.32,329.7708333333333,331.24,328.64516129032256
401.46,357.32,329.7708333333333,331.24,328.64516129032256,334.75
357.32,329.7708333333333,331.24,328.64516129032256,334.75,324.52941176470586
329.7708333333333,331.24,328.64516129032256,334.75,324.52941176470586,298.7
331.24,328.64516129032256,334.75,324.52941176470586,298.7,280.28
328.64516129032256,334.75,324.52941176470586,298.7,280.28,265.82
334.75,324.52941176470586,298.7,280.28,265.82,253.86
324.52941176470586,298.7,280.28,265.82,253.86,244.16
298.7,280.28,265.82,253.86,244.16,236.2
280.28,265.82,253.86,244.16,236.2,229.44
265.82,253.86,244.16,236.2,229.44,223.84
253.86,244.16,236.2,229.44,223.84,219.25
244.16,236.2,229.44,223.84,219.25,214.875
236.2,229.44,223.84,219.25,214.875,211.5
229.44,223.84,219.25,214.875,211.5,208.24
223.84,219.25,214.875,211.5,208.24,205.36
219.25,214.875,211.5,208.24,205.36,203.22
214.875,211.5,208.24,205.36,203.22,201.02
211.5,208.24,205.36,203.22,201.02,198.98
208.24,205.36,203.22,201.02,198.98,197.5
205.36,203.22,201.02,198.98,197.5,195.70212765957447
203.22,201.02,198.98,197.5,195.70212765957447,194.0408163265306
201.02,198.98,197.5,195.70212765957447,194.0408163265306,192.94
198.98,197.5,195.70212765957447,194.0408163265306,192.94,191.5
197.5,195.70212765957447,194.0408163265306,192.94,191.5,190.62
195.70212765957447,194.0408163265306,192.94,191.5,190.62,189.17948717948718
194.0408163265306,192.94,191.5,190.62,189.17948717948718,188.23809523809524
192.94,191.5,190.62,189.17948717948718,188.23809523809524,187.71428571428572
191.5,190.62,189.17948717948718,188.23809523809524,187.71428571428572,186.48
190.62,189.17948717948718,188.23809523809524,187.71428571428572,186.48,185.875
189.17948717948718,188.23809523809524,187.71428571428572,186.48,185.875,184.58
188.23809523809524,187.71428571428572,186.48,185.875,184.58,184.0
187.71428571428572,186.48,185.875,184.58,184.0,183.52
186.48,185.875,184.58,184.0,183.52,183.0
185.875,184.58,184.0,183.52,183.0,182.36
184.58,184.0,183.52,183.0,182.36,181.28
184.0,183.52,183.0,182.36,181.28,181.0
183.52,183.0,182.36,181.28,181.0,180.3
183.0,182.36,181.28,181.0,180.3,179.35416666666666
182.36,181.28,181.0,180.3,179.35416666666666,179.0
181.28,181.0,180.3,179.35416666666666,179.0,178.84
181.0,180.3,179.35416666666666,179.0,178.84,178.0
180.3,179.35416666666666,179.0,178.84,178.0,178.0
179.35416666666666,179.0,178.84,178.0,178.0,177.3469387755102
179.0,178.84,178.0,178.0,177.3469387755102,176.54
178.84,178.0,178.0,177.3469387755102,176.54,176.0
178.0,178.0,177.3469387755102,176.54,176.0,176.0
178.0,177.3469387755102,176.54,176.0,176.0,175.32
177.3469387755102,176.54,176.0,176.0,175.32,174.84
176.54,176.0,176.0,175.32,174.84,174.0
176.0,176.0,175.32,174.84,174.0,323.34
176.0,175.32,174.84,174.0,323.34,331.14285714285717
175.32,174.84,174.0,323.34,331.14285714285717,331.3
174.84,174.0,323.34,331.14285714285717,331.3,330.5625
174.0,323.34,331.14285714285717,331.3,330.5625,333.44897959183675
323.34,331.14285714285717,331.3,330.5625,333.44897959183675,317.54347826086956
331.14285714285717,331.3,330.5625,333.44897959183675,317.54347826086956,332.14285714285717
331.3,330.5625,333.44897959183675,317.54347826086956,332.14285714285717,329.3
330.5625,333.44897959183675,317.54347826086956,332.14285714285717,329.3,336.38
333.44897959183675,317.54347826086956,332.14285714285717,329.3,336.38,333.32
317.54347826086956,332.14285714285717,329.3,336.38,333.32,335.38
332.14285714285717,329.3,336.38,333.32,335.38,337.86
329.3,336.38,333.32,335.38,337.86,337.74
336.38,333.32,335.38,337.86,337.74,326.16
333.32,335.38,337.86,337.74,326.16,331.42
335.38,337.86,337.74,326.16,331.42,332.59090909090907
337.86,337.74,326.16,331.42,332.59090909090907,332.36170212765956
337.74,326.16,331.42,332.59090909090907,332.36170212765956,333.42
326.16,331.42,332.59090909090907,332.36170212765956,333.42,330.2368421052632
331.42,332.59090909090907,332.36170212765956,333.42,330.2368421052632,324.52941176470586
332.59090909090907,332.36170212765956,333.42,330.2368421052632,324.52941176470586,333.58
332.36170212765956,333.42,330.2368421052632,324.52941176470586,333.58,327.53846153846155
333.42,330.2368421052632,324.52941176470586,333.58,327.53846153846155,334.24
330.2368421052632,324.52941176470586,333.58,327.53846153846155,334.24,332.16326530612247
324.52941176470586,333.58,327.53846153846155,334.24,332.16326530612247,333.27272727272725
333.58,327.53846153846155,334.24,332.16326530612247,333.27272727272725,325.85714285714283
327.53846153846155,334.24,332.16326530612247,333.27272727272725,325.85714285714283,330.96
334.24,332.16326530612247,333.27272727272725,325.85714285714283,330.96,331.51020408163265
332.16326530612247,333.27272727272725,325.85714285714283,330.96,331.51020408163265,333.0
333.27272727272725,325.85714285714283,330.96,331.51020408163265,333.0,330.44
325.85714285714283,330.96,331.51020408163265,333.0,330.44,331.9024390243902
330.96,331.51020408163265,333.0,330.44,331.9024390243902,336.82758620689657
331.51020408163265,333.0,330.44,331.9024390243902,336.82758620689657,330.04
333.0,330.44,331.9024390243902,336.82758620689657,330.04,334.46
330.44,331.9024390243902,336.82758620689657,330.04,334.46,331.36
331.9024390243902,336.82758620689657,330.04,334.46,331.36,329.2244897959184
336.82758620689657,330.04,334.46,331.36,329.2244897959184,333.76
330.04,334.46,331.36,329.2244897959184,333.76,333.42
334.46,331.36,329.2244897959184,333.76,333.42,336.02
331.36,329.2244897959184,333.76,333.42,336.02,334.4318181818182
329.2244897959184,333.76,333.42,336.02,334.4318181818182,331.46
333.76,333.42,336.02,334.4318181818182,331.46,336.58
333.42,336.02,334.4318181818182,331.46,336.58,332.98
336.02,334.4318181818182,331.46,336.58,332.98,331.42
334.4318181818182,331.46,336.58,332.98,331.42,329.84
331.46,336.58,332.98,331.42,329.84,333.3469387755102
336.58,332.98,331.42,329.84,333.3469387755102,333.7826086956522
332.98,331.42,329.84,333.3469387755102,333.7826086956522,331.3541666666667
331.42,329.84,333.3469387755102,333.7826086956522,331.3541666666667,331.66
329.84,333.3469387755102,333.7826086956522,331.3541666666667,331.66,332.6
333.3469387755102,333.7826086956522,331.3541666666667,331.66,332.6,335.39130434782606
333.7826086956522,331.3541666666667,331.66,332.6,335.39130434782606,333.52
331.3541666666667,331.66,332.6,335.39130434782606,333.52,331.44
331.66,332.6,335.39130434782606,333.52,331.44,333.22727272727275
332.6,335.39130434782606,333.52,331.44,333.22727272727275,329.9791666666667
335.39130434782606,333.52,331.44,333.22727272727275,329.9791666666667,332.14
333.52,331.44,333.22727272727275,329.9791666666667,332.14,331.84375
331.44,333.22727272727275,329.9791666666667,332.14,331.84375,333.5
333.22727272727275,329.9791666666667,332.14,331.84375,333.5,331.14
329.9791666666667,332.14,331.84375,333.5,331.14,331.88461538461536
332.14,331.84375,333.5,331.14,331.88461538461536,331.76666666666665
331.84375,333.5,331.14,331.88461538461536,331.76666666666665,332.2448979591837
333.5,331.14,331.88461538461536,331.76666666666665,332.2448979591837,330.84
331.14,331.88461538461536,331.76666666666665,332.2448979591837,330.84,326.62
331.88461538461536,331.76666666666665,332.2448979591837,330.84,326.62,334.0612244897959
331.76666666666665,332.2448979591837,330.84,326.62,334.0612244897959,343.1372549019608
332.2448979591837,330.84,326.62,334.0612244897959,343.1372549019608,335.09090909090907
330.84,326.62,334.0612244897959,343.1372549019608,335.09090909090907,332.32
326.62,334.0612244897959,343.1372549019608,335.09090909090907,332.32,332.82608695652175
334.0612244897959,343.1372549019608,335.09090909090907,332.32,332.82608695652175,332.3333333333333
343.1372549019608,335.09090909090907,332.32,332.82608695652175,332.3333333333333,331.48
335.09090909090907,332.32,332.82608695652175,332.3333333333333,331.48,331.78
332.32,332.82608695652175,332.3333333333333,331.48,331.78,332.02
332.82608695652175,332.3333333333333,331.48,331.78,332.02,332.16326530612247
332.3333333333333,331.48,331.78,332.02,332.16326530612247,332.08
331.48,331.78,332.02,332.16326530612247,332.08,332.16
331.78,332.02,332.16326530612247,332.08,332.16,332.38
332.02,332.16326530612247,332.08,332.16,332.38,332.72
332.16326530612247,332.08,332.16,332.38,332.72,332.0
332.08,332.16,332.38,332.72,332.0,331.74
332.16,332.38,332.72,332.0,331.74,332.44897959183675
332.38,332.72,332.0,331.74,332.44897959183675,334.1621621621622
332.72,332.0,331.74,332.44897959183675,334.1621621621622,332.08
332.0,331.74,332.44897959183675,334.1621621621622,332.08,331.3
331.74,332.44897959183675,334.1621621621622,332.08,331.3,326.6666666666667
332.44897959183675,334.1621621621622,332.08,331.3,326.6666666666667,331.2
334.1621621621622,332.08,331.3,326.6666666666667,331.2,331.62
332.08,331.3,326.6666666666667,331.2,331.62,332.6530612244898
331.3,326.6666666666667,331.2,331.62,332.6530612244898,334.08
326.6666666666667,331.2,331.62,332.6530612244898,334.08,333.4
331.2,331.62,332.6530612244898,334.08,333.4,329.8536585365854
331.62,332.6530612244898,334.08,333.4,329.8536585365854,333.0357142857143
332.6530612244898,334.08,333.4,329.8536585365854,333.0357142857143,332.26
334.08,333.4,329.8536585365854,333.0357142857143,332.26,331.9387755102041
333.4,329.8536585365854,333.0357142857143,332.26,331.9387755102041,331.64
329.8536585365854,333.0357142857143,332.26,331.9387755102041,331.64,331.64
333.0357142857143,332.26,331.9387755102041,331.64,331.64,333.625
332.26,331.9387755102041,331.64,331.64,333.625,333.4
331.9387755102041,331.64,331.64,333.625,333.4,321.3
331.64,331.64,333.625,333.4,321.3,327.54
331.64,333.625,333.4,321.3,327.54,333.06
333.625,333.4,321.3,327.54,333.06,334.0204081632653
333.4,321.3,327.54,333.06,334.0204081632653,332.04
321.3,327.54,333.06,334.0204081632653,332.04,331.18
327.54,333.06,334.0204081632653,332.04,331.18,331.44
333.06,334.0204081632653,332.04,331.18,331.44,332.06
334.0204081632653,332.04,331.18,331.44,332.06,332.2
332.04,331.18,331.44,332.06,332.2,334.48979591836735
331.18,331.44,332.06,332.2,334.48979591836735,333.46
331.44,332.06,332.2,334.48979591836735,333.46,332.6
332.06,332.2,334.48979591836735,333.46,332.6,332.12
332.2,334.48979591836735,333.46,332.6,332.12,331.76
334.48979591836735,333.46,332.6,332.12,331.76,332.1224489795918
333.46,332.6,332.12,331.76,332.1224489795918,335.4888888888889
332.6,332.12,331.76,332.1224489795918,335.4888888888889,332.62
332.12,331.76,332.1224489795918,335.4888888888889,332.62,332.46
331.76,332.1224489795918,335.4888888888889,332.62,332.46,331.28
332.1224489795918,335.4888888888889,332.62,332.46,331.28,333.40816326530614
335.4888888888889,332.62,332.46,331.28,333.40816326530614,333.18
332.62,332.46,331.28,333.40816326530614,333.18,331.9
332.46,331.28,333.40816326530614,333.18,331.9,331.16
331.28,333.40816326530614,333.18,331.9,331.16,332.7
333.40816326530614,333.18,331.9,331.16,332.7,334.22
333.18,331.9,331.16,332.7,334.22,332.4468085106383
331.9,331.16,332.7,334.22,332.4468085106383,331.7307692307692
331.16,332.7,334.22,332.4468085106383,331.7307692307692,334.46
332.7,334.22,332.4468085106383,331.7307692307692,334.46,333.34
334.22,332.4468085106383,331.7307692307692,334.46,333.34,332.3673469387755
332.4468085106383,331.7307692307692,334.46,333.34,332.3673469387755,331.12
331.7307692307692,334.46,333.34,332.3673469387755,331.12,334.21276595744683
334.46,333.34,332.3673469387755,331.12,334.21276595744683,334.0
333.34,332.3673469387755,331.12,334.21276595744683,334.0,331.38
332.3673469387755,331.12,334.21276595744683,334.0,331.38,332.4
331.12,334.21276595744683,334.0,331.38,332.4,334.6734693877551
334.21276595744683,334.0,331.38,332.4,334.6734693877551,332.6
334.0,331.38,332.4,334.6734693877551,332.6,331.48
331.38,332.4,334.6734693877551,332.6,331.48,332.82
332.4,334.6734693877551,332.6,331.48,332.82,334.02
334.6734693877551,332.6,331.48,332.82,334.02,331.66
332.6,331.48,332.82,334.02,331.66,331.5
331.48,332.82,334.02,331.66,331.5,333.9375
332.82,334.02,331.66,331.5,333.9375,331.78
334.02,331.66,331.5,333.9375,331.78,333.8979591836735
331.66,331.5,333.9375,331.78,333.8979591836735,333.04
331.5,333.9375,331.78,333.8979591836735,333.04,331.42
333.9375,331.78,333.8979591836735,333.04,331.42,334.0
331.78,333.8979591836735,333.04,331.42,334.0,334.78
333.8979591836735,333.04,331.42,334.0,334.78,332.42
333.04,331.42,334.0,334.78,332.42,332.1
331.42,334.0,334.78,332.42,332.1,334.94
334.0,334.78,332.42,332.1,334.94,332.44
334.78,332.42,332.1,334.94,332.44,331.18
332.42,332.1,334.94,332.44,331.18,334.44
332.1,334.94,332.44,331.18,334.44,338.55555555555554
334.94,332.44,331.18,334.44,338.55555555555554,332.94
332.44,331.18,334.44,338.55555555555554,332.94,331.18
331.18,334.44,338.55555555555554,332.94,331.18,335.24
334.44,338.55555555555554,332.94,331.18,335.24,333.3061224489796
338.55555555555554,332.94,331.18,335.24,333.3061224489796,335.92
332.94,331.18,335.24,333.3061224489796,335.92,334.2
331.18,335.24,333.3061224489796,335.92,334.2,337.62
335.24,333.3061224489796,335.92,334.2,337.62,325.96
333.3061224489796,335.92,334.2,337.62,325.96,336.46
335.92,334.2,337.62,325.96,336.46,333.28
334.2,337.62,325.96,336.46,333.28,335.36
337.62,325.96,336.46,333.28,335.36,331.48
325.96,336.46,333.28,335.36,331.48,334.79411764705884
336.46,333.28,335.36,331.48,334.79411764705884,317.5
333.28,335.36,331.48,334.79411764705884,317.5,333.3191489361702
335.36,331.48,334.79411764705884,317.5,333.3191489361702,332.0
331.48,334.79411764705884,317.5,333.3191489361702,332.0,334.64
334.79411764705884,317.5,333.3191489361702,332.0,334.64,331.96
317.5,333.3191489361702,332.0,334.64,331.96,331.42
333.3191489361702,332.0,334.64,331.96,331.42,332.6363636363636
332.0,334.64,331.96,331.42,332.6363636363636,333.7916666666667
334.64,331.96,331.42,332.6363636363636,333.7916666666667,331.92
331.96,331.42,332.6363636363636,333.7916666666667,331.92,330.3
331.42,332.6363636363636,333.7916666666667,331.92,330.3,334.14285714285717
332.6363636363636,333.7916666666667,331.92,330.3,334.14285714285717,332.48
333.7916666666667,331.92,330.3,334.14285714285717,332.48,330.38
331.92,330.3,334.14285714285717,332.48,330.38,331.24
330.3,334.14285714285717,332.48,330.38,331.24,335.16
334.14285714285717,332.48,330.38,331.24,335.16,332.68
332.48,330.38,331.24,335.16,332.68,331.38
330.38,331.24,335.16,332.68,331.38,331.64
331.24,335.16,332.68,331.38,331.64,331.08
335.16,332.68,331.38,331.64,331.08,334.18367346938777
332.68,331.38,331.64,331.08,334.18367346938777,332.1020408163265
331.38,331.64,331.08,334.18367346938777,332.1020408163265,331.14
331.64,331.08,334.18367346938777,332.1020408163265,331.14,332.86
331.08,334.18367346938777,332.1020408163265,331.14,332.86,332.66
334.18367346938777,332.1020408163265,331.14,332.86,332.66,332.0
332.1020408163265,331.14,332.86,332.66,332.0,331.8333333333333
331.14,332.86,332.66,332.0,331.8333333333333,321.3061224489796
332.86,332.66,332.0,331.8333333333333,321.3061224489796,325.93617021276594
332.66,332.0,331.8333333333333,321.3061224489796,325.93617021276594,331.34
332.0,331.8333333333333,321.3061224489796,325.93617021276594,331.34,332.84444444444443
331.8333333333333,321.3061224489796,325.93617021276594,331.34,332.84444444444443,332.3
321.3061224489796,325.93617021276594,331.34,332.84444444444443,332.3,331.98
325.93617021276594,331.34,332.84444444444443,332.3,331.98,332.7916666666667
331.34,332.84444444444443,332.3,331.98,332.7916666666667,332.24
332.84444444444443,332.3,331.98,332.7916666666667,332.24,332.84
332.3,331.98,332.7916666666667,332.24,332.84,333.12
331.98,332.7916666666667,332.24,332.84,333.12,330.3
332.7916666666667,332.24,332.84,333.12,330.3,335.48
332.24,332.84,333.12,330.3,335.48,332.34
332.84,333.12,330.3,335.48,332.34,338.9
333.12,330.3,335.48,332.34,338.9,337.98
330.3,335.48,332.34,338.9,337.98,338.26
335.48,332.34,338.9,337.98,338.26,340.0
332.34,338.9,337.98,338.26,340.0,338.78
338.9,337.98,338.26,340.0,338.78,334.24
337.98,338.26,340.0,338.78,334.24,332.42
338.26,340.0,338.78,334.24,332.42,332.2708333333333
340.0,338.78,334.24,332.42,332.2708333333333,331.1666666666667
338.78,334.24,332.42,332.2708333333333,331.1666666666667,333.7142857142857
334.24,332.42,332.2708333333333,331.1666666666667,333.7142857142857,334.3265306122449
332.42,332.2708333333333,331.1666666666667,333.7142857142857,334.3265306122449,332.8
332.2708333333333,331.1666666666667,333.7142857142857,334.3265306122449,332.8,333.9
331.1666666666667,333.7142857142857,334.3265306122449,332.8,333.9,333.04
333.7142857142857,334.3265306122449,332.8,333.9,333.04,333.5
334.3265306122449,332.8,333.9,333.04,333.5,332.2
332.8,333.9,333.04,333.5,332.2,332.8775510204082
333.9,333.04,333.5,332.2,332.8775510204082,333.0
333.04,333.5,332.2,332.8775510204082,333.0,332.0
333.5,332.2,332.8775510204082,333.0,332.0,332.5
332.2,332.8775510204082,333.0,332.0,332.5,332.86
332.8775510204082,333.0,332.0,332.5,332.86,332.0408163265306
333.0,332.0,332.5,332.86,332.0408163265306,332.52
332.0,332.5,332.86,332.0408163265306,332.52,332.3
332.5,332.86,332.0408163265306,332.52,332.3,332.28
332.86,332.0408163265306,332.52,332.3,332.28,332.32
332.0408163265306,332.52,332.3,332.28,332.32,332.56
332.52,332.3,332.28,332.32,332.56,332.38
332.3,332.28,332.32,332.56,332.38,332.63829787234044
332.28,332.32,332.56,332.38,332.63829787234044,333.2
332.32,332.56,332.38,332.63829787234044,333.2,332.82
332.56,332.38,332.63829787234044,333.2,332.82,332.35714285714283
332.38,332.63829787234044,333.2,332.82,332.35714285714283,336.15384615384613
332.63829787234044,333.2,332.82,332.35714285714283,336.15384615384613,333.2708333333333
333.2,332.82,332.35714285714283,336.15384615384613,333.2708333333333,334.46
332.82,332.35714285714283,336.15384615384613,333.2708333333333,334.46,333.2448979591837
332.35714285714283,336.15384615384613,333.2708333333333,334.46,333.2448979591837,333.5882352941176
336.15384615384613,333.2708333333333,334.46,333.2448979591837,333.5882352941176,332.7959183673469
333.2708333333333,334.46,333.2448979591837,333.5882352941176,332.7959183673469,333.40425531914894
334.46,333.2448979591837,333.5882352941176,332.7959183673469,333.40425531914894,332.6326530612245
333.2448979591837,333.5882352941176,332.7959183673469,333.40425531914894,332.6326530612245,331.52
333.5882352941176,332.7959183673469,333.40425531914894,332.6326530612245,331.52,332.64
332.7959183673469,333.40425531914894,332.6326530612245,331.52,332.64,333.88
333.40425531914894,332.6326530612245,331.52,332.64,333.88,334.82
332.6326530612245,331.52,332.64,333.88,334.82,334.1
331.52,332.64,333.88,334.82,334.1,333.62
332.64,333.88,334.82,334.1,333.62,333.1020408163265
333.88,334.82,334.1,333.62,333.1020408163265,332.38
334.82,334.1,333.62,333.1020408163265,332.38,332.02
334.1,333.62,333.1020408163265,332.38,332.02,331.3478260869565
333.62,333.1020408163265,332.38,332.02,331.3478260869565,333.7755102040816
